row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,Region,product_id,Category,Sub-Category,Sales,Quantity,Discount,Revenue generated,Profit
564,CA-2015-130736,2015-12-07,2015-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,West,OFF-FA-10003467,Office Supplies,Fasteners,3.96,2,0,7.92,0
565,CA-2015-130736,2015-12-07,2015-12-09,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,West,OFF-LA-10000634,Office Supplies,Labels,2.61,1,0,2.61,1.2006
566,CA-2017-137099,2017-12-07,2017-12-10,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,West,TEC-PH-10002496,Technology,Phones,374.376,3,0.2,1123.128,46.797
567,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004530,Office Supplies,Paper,91.84,8,0,734.72,45.0016
568,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-BI-10001107,Office Supplies,Binders,81.088,7,0.2,567.616,27.3672
569,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004451,Office Supplies,Paper,19.44,3,0,58.32,9.3312
570,CA-2017-156951,2017-10-01,2017-10-08,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,451.152,3,0.2,1353.456,0
571,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,72.45,7,0,507.15,34.776
572,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,13.96,4,0,55.84,6.4216
573,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,OFF-BI-10001922,Office Supplies,Binders,33.264,7,0.2,232.848,11.2266
574,CA-2017-164826,2017-12-28,2018-01-04,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,East,TEC-PH-10000347,Technology,Phones,14.85,3,0,44.55,4.0095
575,CA-2016-127250,2016-11-03,2016-11-07,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,West,OFF-AR-10003394,Office Supplies,Art,8.82,3,0,26.46,2.3814
576,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10004530,Office Supplies,Paper,160.72,14,0,2250.08,78.7528
577,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-PA-10001450,Office Supplies,Paper,19.92,4,0,79.68,9.7608
578,CA-2015-149713,2015-09-18,2015-09-22,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,West,OFF-SU-10001574,Office Supplies,Supplies,7.3,2,0,14.6,2.19
579,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10002974,Office Supplies,Storage,69.712,2,0.2,139.424,8.714
580,CA-2017-118640,2017-07-20,2017-07-26,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,8.792,1,0.6,8.792,-5.7148
581,CA-2015-132906,2015-09-10,2015-09-14,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,West,OFF-SU-10004498,Office Supplies,Supplies,51.52,4,0,206.08,1.5456
582,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10004977,Technology,Phones,470.376,3,0.2,1411.128,52.9173
583,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10000586,Technology,Phones,105.584,2,0.2,211.168,9.2386
584,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-AP-10000358,Office Supplies,Appliances,31.152,3,0.2,93.456,3.5046
585,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,6.783,7,0.7,47.481,-4.7481
586,CA-2017-145233,2017-12-01,2017-12-05,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,West,TEC-PH-10001254,Technology,Phones,406.368,4,0.2,1625.472,30.4776
587,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,70.98,1,0,70.98,4.9686
588,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,OFF-LA-10003930,Office Supplies,Labels,294.93,3,0,884.79,144.5157
589,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,84.784,2,0.2,169.568,-20.1362
590,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,20.736,4,0.2,82.944,7.2576
591,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,16.821,3,0.7,50.463,-12.8961
592,US-2016-156986,2016-03-20,2016-03-24,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,10.368,2,0.2,20.736,3.6288
593,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,Central,OFF-AR-10004078,Office Supplies,Art,9.344,2,0.2,18.688,1.168
594,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,Central,TEC-AC-10001266,Technology,Accessories,31.2,3,0.2,93.6,9.75
595,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,OFF-AP-10004708,Office Supplies,Appliances,76.12,2,0,152.24,22.0748
596,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,TEC-CO-10004115,Technology,Copiers,1199.976,3,0.2,3599.928,434.9913
597,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,TEC-PH-10002398,Technology,Phones,445.96,5,0.2,2229.8,55.745
598,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,West,FUR-FU-10001979,Furniture,Furnishings,327.76,8,0,2622.08,91.7728
599,CA-2016-120180,2016-07-14,2016-07-16,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,11.632,2,0.2,23.264,1.0178
600,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,143.982,3,0.4,431.946,-28.7964
601,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,494.376,4,0.4,1977.504,-115.3544
602,US-2016-100720,2016-07-16,2016-07-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,5.84,2,0.2,11.68,0.73
603,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-ST-10001490,Office Supplies,Storage,142.776,1,0.2,142.776,17.847
604,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,FUR-FU-10001756,Furniture,Furnishings,45.696,3,0.2,137.088,5.1408
605,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-BI-10000773,Office Supplies,Binders,7.218,3,0.7,21.654,-5.5338
606,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-BI-10001543,Office Supplies,Binders,43.188,4,0.7,172.752,-31.6712
607,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,South,OFF-PA-10002120,Office Supplies,Paper,131.904,3,0.2,395.712,47.8152
608,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,3.282,2,0.7,6.564,-2.6256
609,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AR-10001246,Office Supplies,Art,21.168,9,0.2,190.512,2.3814
610,US-2014-105767,2014-05-23,2014-05-27,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,55.188,2,0.4,110.376,-10.1178
611,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,TEC-PH-10003012,Technology,Phones,369.576,3,0.2,1108.728,41.5773
612,CA-2016-161816,2016-04-28,2016-05-01,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,15.712,4,0.2,62.848,5.6956
613,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,8.448,2,0.2,16.896,2.64
614,CA-2016-121223,2016-09-11,2016-09-13,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10004667,Technology,Phones,728.946,9,0.4,6560.514,-157.9383
615,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,TEC-PH-10000011,Technology,Phones,119.94,10,0.4,1199.4,15.992
616,CA-2017-138611,2017-11-14,2017-11-17,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,East,OFF-BI-10002949,Office Supplies,Binders,3.648,2,0.7,7.296,-2.7968
617,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10003849,Furniture,Furnishings,40.48,2,0,80.96,15.7872
618,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,9.94,2,0,19.88,3.0814
619,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,107.424,9,0.2,966.816,33.57
620,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,TEC-PH-10002538,Technology,Phones,37.91,1,0,37.91,10.9939
621,CA-2017-117947,2017-08-18,2017-08-23,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,East,FUR-FU-10000521,Furniture,Furnishings,88.02,3,0,264.06,27.2862
622,US-2014-111171,2014-12-26,2014-12-31,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002103,Office Supplies,Binders,8.69,5,0.8,43.45,-14.773
623,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,FUR-CH-10004853,Furniture,Chairs,301.96,2,0,603.92,87.5684
624,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,OFF-AP-10000179,Office Supplies,Appliances,555.21,5,0.1,2776.05,178.901
625,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,OFF-ST-10001272,Office Supplies,Storage,523.48,4,0,2093.92,130.87
626,CA-2015-138009,2015-11-29,2015-12-03,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,OFF-AR-10004042,Office Supplies,Art,161.82,9,0,1456.38,46.9278
627,CA-2017-163020,2017-09-15,2017-09-19,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,East,FUR-FU-10000221,Furniture,Furnishings,35.56,7,0,248.92,12.0904
628,CA-2017-153787,2017-05-19,2017-05-23,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,West,OFF-AP-10001563,Office Supplies,Appliances,97.16,2,0,194.32,28.1764
629,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-BI-10000605,Office Supplies,Binders,15.24,5,0.2,76.2,5.1435
630,CA-2017-133431,2017-12-17,2017-12-21,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,West,OFF-PA-10002615,Office Supplies,Paper,13.23,3,0,39.69,6.0858
631,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,OFF-ST-10001963,Office Supplies,Storage,243.384,3,0.2,730.152,-51.7191
632,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-AC-10001267,Technology,Accessories,119.8,5,0.2,599,29.95
633,US-2016-135720,2016-12-11,2016-12-13,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,West,TEC-PH-10002103,Technology,Phones,300.768,4,0.2,1203.072,30.0768
634,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,South,TEC-AC-10002857,Technology,Accessories,17.88,3,0.2,53.64,2.4585
635,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,South,OFF-LA-10003930,Office Supplies,Labels,235.944,3,0.2,707.832,85.5297
636,CA-2015-168004,2015-10-04,2015-10-09,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,South,FUR-CH-10001482,Furniture,Chairs,392.94,3,0,1178.82,43.2234
637,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,West,OFF-BI-10001989,Office Supplies,Binders,18.882,3,0.7,56.646,-13.8468
638,US-2016-123470,2016-08-15,2016-08-21,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,West,OFF-AP-10003287,Office Supplies,Appliances,122.328,3,0.2,366.984,12.2328
639,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,FUR-FU-10000576,Furniture,Furnishings,1049.2,5,0,5246,272.792
640,CA-2016-115917,2016-05-20,2016-05-25,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,West,OFF-BI-10004728,Office Supplies,Binders,15.424,4,0.2,61.696,5.0128
641,CA-2016-147067,2016-12-18,2016-12-22,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central,FUR-FU-10000732,Furniture,Furnishings,18.84,3,0,56.52,6.0288
642,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,West,OFF-ST-10000585,Office Supplies,Storage,330.4,2,0,660.8,85.904
643,CA-2017-167913,2017-07-30,2017-08-03,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,West,OFF-LA-10002787,Office Supplies,Labels,26.25,7,0,183.75,12.6
644,CA-2017-106103,2017-06-10,2017-06-15,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,Central,TEC-AC-10003832,Technology,Accessories,132.52,4,0,530.08,54.3332
645,US-2017-127719,2017-07-21,2017-07-25,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,East,OFF-PA-10001934,Office Supplies,Paper,6.48,1,0,6.48,3.1752
646,CA-2017-126221,2017-12-30,2018-01-05,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,Central,OFF-AP-10002457,Office Supplies,Appliances,209.3,2,0,418.6,56.511
647,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,31.56,5,0.2,157.8,9.8625
648,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,30.144,2,0.2,60.288,3.0144
649,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,FUR-FU-10001935,Furniture,Furnishings,14.8,4,0,59.2,6.068
650,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-PH-10003273,Technology,Phones,302.376,3,0.2,907.128,22.6782
651,CA-2016-160745,2016-12-11,2016-12-16,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,TEC-AC-10001142,Technology,Accessories,316,4,0,1264,31.6
652,CA-2016-132661,2016-10-23,2016-10-29,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,East,OFF-PA-10000482,Office Supplies,Paper,379.4,10,0,3794,178.318
653,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,East,OFF-PA-10003892,Office Supplies,Paper,97.82,2,0,195.64,45.9754
654,CA-2017-140844,2017-06-19,2017-06-23,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,East,TEC-AC-10001101,Technology,Accessories,103.12,8,0,824.96,10.312
655,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-AP-10002439,Office Supplies,Appliances,113.552,2,0.2,227.104,8.5164
656,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-BI-10002827,Office Supplies,Binders,3.318,2,0.7,6.636,-2.6544
657,CA-2016-137239,2016-08-22,2016-08-28,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,East,OFF-EN-10002230,Office Supplies,Envelopes,134.288,2,0.2,268.576,45.3222
658,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,FUR-CH-10001215,Furniture,Chairs,701.372,2,0.3,1402.744,-50.098
659,US-2016-156097,2016-09-19,2016-09-19,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,OFF-BI-10004654,Office Supplies,Binders,2.308,2,0.8,4.616,-3.462
660,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,999.432,7,0.2,6996.024,124.929
661,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-ST-10001511,Office Supplies,Storage,724.08,14,0.2,10137.12,-135.765
662,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,FUR-TA-10001768,Furniture,Tables,918.785,5,0.3,4593.925,-118.1295
663,CA-2015-146563,2015-08-24,2015-08-28,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,OFF-BI-10003981,Office Supplies,Binders,2.724,3,0.8,8.172,-4.2222
664,CA-2016-123666,2016-03-26,2016-03-30,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,OFF-ST-10001522,Office Supplies,Storage,459.95,5,0,2299.75,18.398
665,CA-2016-143308,2016-11-04,2016-11-04,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,South,OFF-FA-10000621,Office Supplies,Fasteners,10.74,3,0,32.22,5.2626
666,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-SU-10004231,Office Supplies,Supplies,23.76,3,0.2,71.28,2.079
667,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,85.056,3,0.2,255.168,28.7064
668,CA-2017-132682,2017-06-08,2017-06-10,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,Central,TEC-PH-10004042,Technology,Phones,381.576,3,0.2,1144.728,28.6182
669,CA-2014-156314,2014-12-24,2014-12-26,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10003096,Furniture,Furnishings,30.36,5,0.2,151.8,8.7285
670,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002759,Furniture,Furnishings,23.976,3,0.6,71.928,-14.3856
671,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,FUR-TA-10000688,Furniture,Tables,108.925,1,0.5,108.925,-71.8905
672,US-2017-106663,2017-06-09,2017-06-13,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10002377,Office Supplies,Paper,36.352,8,0.2,290.816,11.36
673,CA-2017-111178,2017-06-15,2017-06-22,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,Central,OFF-AR-10001954,Office Supplies,Art,19.56,5,0.2,97.8,1.7115
674,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-AP-10004532,Office Supplies,Appliances,61.44,3,0,184.32,16.5888
675,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,OFF-PA-10002137,Office Supplies,Paper,38.9,5,0,194.5,17.505
676,CA-2017-130351,2017-12-05,2017-12-08,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,Central,TEC-AC-10003832,Technology,Accessories,99.39,3,0,298.17,40.7499
677,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,OFF-AP-10000804,Office Supplies,Appliances,2.688,3,0.8,8.064,-7.392
678,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,TEC-AC-10003614,Technology,Accessories,27.816,3,0.2,83.448,4.5201
679,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,FUR-FU-10003553,Furniture,Furnishings,82.524,3,0.6,247.572,-41.262
680,US-2017-119438,2017-03-18,2017-03-23,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,182.994,3,0.8,548.982,-320.2395
681,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,14.352,3,0.2,43.056,4.6644
682,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0,129.92,2.5984
683,CA-2016-164511,2016-11-19,2016-11-24,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,East,OFF-ST-10004507,Office Supplies,Storage,68.6,4,0,274.4,18.522
684,US-2017-168116,2017-11-04,2017-11-04,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,7999.98,4,0.5,31999.92,-3839.9904
685,US-2017-168116,2017-11-04,2017-11-04,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,South,OFF-AP-10002457,Office Supplies,Appliances,167.44,2,0.2,334.88,14.651
686,CA-2014-157784,2014-07-05,2014-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,TEC-AC-10003911,Technology,Accessories,479.97,3,0,1439.91,163.1898
687,CA-2014-157784,2014-07-05,2014-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,OFF-LA-10001934,Office Supplies,Labels,14.62,2,0,29.24,6.8714
688,CA-2014-157784,2014-07-05,2014-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,South,OFF-PA-10000304,Office Supplies,Paper,19.44,3,0,58.32,9.3312
689,CA-2017-161480,2017-12-25,2017-12-29,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,East,FUR-BO-10004015,Furniture,Bookcases,191.984,2,0.2,383.968,4.7996
690,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South,FUR-FU-10004071,Furniture,Furnishings,104.01,1,0,104.01,14.5614
691,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South,TEC-PH-10002033,Technology,Phones,284.82,1,0,284.82,74.0532
692,US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,36.84,3,0,110.52,10.3152
693,CA-2015-131534,2015-03-28,2015-04-02,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,TEC-AC-10002253,Technology,Accessories,166.24,1,0,166.24,24.936
694,CA-2015-131534,2015-03-28,2015-04-02,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,33.4,5,0,167,16.032
695,CA-2015-119291,2015-05-14,2015-05-17,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,East,OFF-AR-10003373,Office Supplies,Art,198.272,8,0.2,1586.176,17.3488
